s,Transaction Date,Transaction Time,Transaction Type,Merchant Category,Geographic Location,Cardholder History,Transaction Amount,Currency,Transaction Status,Cardholder Account Information,Transaction Method
54a60469-d839-4253-9dde-2c93fbe9125d,10-12-2022,15:46:28,Online Payment,Retail,Jamieburgh,20,471.53,EUR,Pending,Gold,Physical Card
cd6af8d7-e019-49b9-8f08-39b27a153087,10-03-2023,03:22:20,ATM Withdrawal,Retail,Stephensberg,11,229.06,GBP,Declined,Gold,Mobile Payment
42e10eeb-6c11-4b91-bc31-191556e0eb45,26-12-2022,05:56:15,Purchase,Online Services,Kevinport,6,965.48,EUR,Pending,Platinum,Online
50ad7616-6493-4480-839e-d59c4e3216bf,01-02-2023,13:14:50,Purchase,Retail,Contrerasfort,6,957.12,USD,Pending,Standard,Online
215276fb-23cf-4ad4-94b3-cae39748f015,09-05-2023,09:28:22,Online Payment,Restaurant,Port Henry,5,873.88,EUR,Pending,Standard,Mobile Payment
a402f363-8be1-4990-93d7-e4950d0454d6,13-11-2022,23:34:46,Online Payment,Retail,Coffeyport,2,236.76,GBP,Declined,Standard,Physical Card
5666aac2-45a1-48a7-97cf-4ce481b35fc4,29-05-2023,11:14:17,ATM Withdrawal,Online Services,Brendaton,12,578.6,GBP,Pending,Platinum,Physical Card
a3e657a7-fc4a-4aed-a379-b291a6895438,25-06-2023,06:58:28,Online Payment,Restaurant,Courtneymouth,14,419.43,GBP,Declined,Platinum,Online
2354be44-2f24-44e0-8f8e-f2a895727907,14-05-2023,18:14:30,Purchase,Retail,Rossmouth,19,764.89,GBP,Approved,Standard,Physical Card
2274e355-58ee-4e8e-8137-151f8630c92f,05-02-2023,06:40:23,Purchase,Retail,Lake Paul,7,602.53,EUR,Declined,Standard,Physical Card
4dab99d7-cc23-40c3-977e-787328a60b88,15-11-2022,04:07:34,Online Payment,Retail,Smithfort,8,466.84,GBP,Approved,Platinum,Online
8f917390-5db0-437d-b0ed-431a084d85cc,02-11-2022,04:52:19,Online Payment,Retail,Lake Marcus,14,915.73,USD,Pending,Platinum,Mobile Payment
90b0e203-16e8-4955-8851-f2035b174ba0,19-12-2022,01:13:18,ATM Withdrawal,Retail,Lake Matthew,6,197.64,EUR,Pending,Platinum,Physical Card
28918c0f-b4e3-4ee6-a712-97e1c3f62a07,21-06-2023,02:56:42,Purchase,Retail,South Robertochester,8,740.78,USD,Approved,Standard,Mobile Payment
27cbccdf-5ec1-49fe-996a-90db2af257cf,13-09-2023,14:15:17,Purchase,Retail,Judyfurt,18,489.43,USD,Declined,Standard,Online
cb5f225b-b955-414d-b0c7-637f9882bf81,10-12-2022,09:05:03,Online Payment,Retail,North Robertbury,4,85.43,EUR,Pending,Platinum,Physical Card
0c510313-aa48-4daa-8bfb-95d8c9275b0e,26-06-2023,01:06:52,ATM Withdrawal,Online Services,Robertsberg,4,880.64,USD,Pending,Standard,Physical Card
cafc958c-01c7-4cac-89c8-f38002e77baf,01-06-2023,23:35:27,ATM Withdrawal,Retail,Kellyton,11,789.17,EUR,Approved,Platinum,Online
7388ae51-3e25-4c21-b59b-df14054571fb,30-03-2023,12:38:19,Online Payment,Retail,Christopherview,5,102.1,GBP,Pending,Platinum,Physical Card
27dbfbe9-b1fb-47b6-893a-754ee1d71abc,09-07-2023,15:03:43,Purchase,Online Services,Richardland,13,420.06,USD,Declined,Platinum,Physical Card
8b23de18-2608-4f20-8d03-5d5f61daacde,12-09-2023,11:05:08,ATM Withdrawal,Restaurant,Joshuamouth,12,494.16,USD,Approved,Platinum,Physical Card
ed9d6f0e-4edc-407f-ab0a-eecb594bf015,23-01-2023,11:35:52,Purchase,Online Services,Anthonytown,8,409.13,GBP,Declined,Gold,Physical Card
8d4d44a7-caf3-45f8-9c73-87d9e1179647,14-07-2023,16:09:59,Online Payment,Online Services,South Samuel,13,261.41,EUR,Approved,Standard,Online
2e74f450-4a53-4586-99b3-e7b7f27e2cbe,05-11-2022,03:28:49,Online Payment,Retail,New Hunter,4,534.92,GBP,Approved,Gold,Online
bd974432-868f-4db6-b130-67f23b0cd76a,29-05-2023,12:43:14,Purchase,Online Services,Port Kristine,14,288.56,USD,Declined,Standard,Mobile Payment
93fb8660-130b-4651-b34f-6d34a320c96c,11-05-2023,06:37:44,ATM Withdrawal,Restaurant,Hammondborough,14,448.45,USD,Declined,Platinum,Mobile Payment
e43fc274-7c69-4ea1-86fb-c30daab6ffcb,11-07-2023,02:19:10,Purchase,Restaurant,Browninghaven,6,711.79,EUR,Pending,Platinum,Mobile Payment
48454b0b-e1b2-4ce0-b446-cff8ebf8a94f,29-08-2023,03:35:15,Purchase,Online Services,New Ashleyborough,20,593.03,USD,Declined,Gold,Online
80b7d6f5-9aed-4e42-a2c5-50054dd6ff65,21-04-2023,22:09:34,ATM Withdrawal,Retail,Monicamouth,12,305.69,GBP,Approved,Gold,Mobile Payment
db0cc0fa-0e75-44ce-ae58-f1f9bee3789f,06-02-2023,19:00:00,Online Payment,Restaurant,Briantown,5,915.12,GBP,Declined,Standard,Online
c1ec36a4-9118-4218-b569-eaea385ea564,29-07-2023,10:17:45,Purchase,Retail,Stevenfurt,7,223.88,USD,Pending,Platinum,Online
3e117ed0-8097-4680-9c19-e9688b36a2fa,13-01-2023,18:16:57,ATM Withdrawal,Online Services,West Ryan,12,858.16,EUR,Declined,Gold,Online
d34ddf4c-b3d1-4635-9ca6-a5e04ecf4cf1,21-01-2023,12:03:42,Online Payment,Retail,Brendaton,4,83.3,EUR,Approved,Gold,Physical Card
940ab2c8-fa87-48aa-915f-51b6d5660f7c,13-12-2022,00:25:16,Purchase,Online Services,Wagnerton,13,478.67,USD,Pending,Gold,Physical Card
52edc3a2-0fd7-48b9-b8aa-d6f0eb1e395d,19-02-2023,15:08:27,ATM Withdrawal,Online Services,Danielton,5,514.51,GBP,Approved,Gold,Online
8c897176-144a-4c58-8f9d-ba9c7d74c01b,31-05-2023,23:26:16,Purchase,Online Services,New Angela,8,659.73,GBP,Approved,Platinum,Online
6750397f-6dbe-49dd-97cc-0a4d158e9ded,20-09-2023,03:15:03,Online Payment,Retail,North Amandabury,11,4.44,GBP,Declined,Standard,Physical Card
f0dcd57c-e637-4549-9afb-697f8ad9ad7a,07-11-2022,10:11:05,Purchase,Retail,Markville,20,446.73,USD,Declined,Standard,Physical Card
dcd7572f-1979-450a-a02e-01b5910dad37,18-01-2023,21:58:32,Purchase,Retail,New Todd,5,824.8,USD,Pending,Gold,Physical Card
015cd4c6-4eb2-403c-95cc-f51f26144d5d,26-11-2022,20:22:43,ATM Withdrawal,Restaurant,Port Debraland,12,589.97,EUR,Approved,Platinum,Physical Card
8a5f08d5-06e3-416c-8ca7-470f14fec088,04-02-2023,11:03:24,Purchase,Retail,South Amy,4,11.95,USD,Declined,Gold,Physical Card
6647d81c-2acd-41cf-9806-e45ffcb62862,22-08-2023,11:35:34,Online Payment,Retail,Rodgerstown,10,363.07,GBP,Approved,Standard,Online
e899c2b9-21d8-4d23-a130-d4b3927d52aa,29-09-2022,07:21:05,Online Payment,Restaurant,West Joshuamouth,1,476.61,EUR,Declined,Gold,Physical Card
ec928aab-0318-4e31-b55d-51211d59d1c9,21-01-2023,12:01:27,ATM Withdrawal,Restaurant,East Nicole,14,207.91,GBP,Declined,Standard,Physical Card
0c5713a0-e3d9-42e4-96ca-c593591f9257,28-07-2023,23:31:55,Online Payment,Online Services,Kellyton,5,252.06,EUR,Declined,Platinum,Online
1730b271-6608-43b4-8102-5b872d3371cb,20-06-2023,22:45:34,Online Payment,Retail,Port Michaelborough,18,855.67,GBP,Pending,Gold,Online
b9f3882d-719d-49a4-be49-54618fdad4dd,08-03-2023,04:36:17,Online Payment,Retail,Teresaview,7,459.93,EUR,Pending,Standard,Physical Card
0d969131-f07f-49de-bc2c-6b8d5d8dbdeb,06-05-2023,22:18:19,Purchase,Online Services,Johnfort,15,881,GBP,Declined,Gold,Physical Card
92552711-9815-4923-b342-938d15347313,06-01-2023,06:14:16,Online Payment,Restaurant,Joytown,10,907.89,EUR,Approved,Standard,Mobile Payment
b4c68662-e442-4b9b-ba30-9357d300f45e,20-06-2023,09:50:01,Online Payment,Online Services,West Alexismouth,18,487.09,EUR,Approved,Standard,Physical Card
0b235571-4b42-4c9a-8c04-f1a38bea379f,20-11-2022,16:30:47,ATM Withdrawal,Retail,Port Jonathanfort,8,338.63,GBP,Declined,Platinum,Online
a250e18c-6401-48f7-838d-b88f6e61c21e,17-06-2023,03:51:55,Purchase,Online Services,Williamsland,14,484.18,EUR,Declined,Standard,Physical Card
76b3b5f4-a357-4b2d-b783-7ef7de5fce8e,28-08-2023,01:49:56,Online Payment,Retail,Port Karen,19,234.78,EUR,Declined,Standard,Mobile Payment
7d2e403c-707f-404a-84ef-199c360d21df,14-12-2022,06:44:24,Purchase,Online Services,Larryville,1,515.54,USD,Declined,Gold,Physical Card
dcc4d3a6-1279-412a-b2fc-efb9594fe997,11-11-2022,07:33:42,Online Payment,Restaurant,Michaelmouth,14,621.39,USD,Declined,Platinum,Online
17f18967-2788-44e0-b8eb-0edf24d82a91,11-01-2023,06:24:10,Online Payment,Restaurant,Brownborough,17,908,EUR,Pending,Platinum,Mobile Payment
77ae0b15-5783-4955-bcbf-d5f06e5c3e7a,23-10-2022,05:34:35,Online Payment,Online Services,Rebeccaton,1,628.6,GBP,Approved,Platinum,Mobile Payment
b471d9a4-8b97-41c5-bb95-6c87c63f7a0d,19-06-2023,05:03:51,ATM Withdrawal,Restaurant,Gillespieburgh,16,508.95,GBP,Pending,Standard,Online
2b36a61a-2cd1-46e3-abda-228a7618e121,01-12-2022,08:29:15,Online Payment,Online Services,West Manuel,18,437.28,EUR,Declined,Gold,Mobile Payment
7b50cbbd-461c-4b38-9dc6-686c932bedb5,20-05-2023,16:08:48,Online Payment,Online Services,Lake Andrewburgh,16,71.43,GBP,Approved,Platinum,Online
b5ad046f-537a-427d-b9b5-03906c46231a,13-12-2022,15:15:22,ATM Withdrawal,Online Services,Jonathanstad,4,901.37,USD,Declined,Gold,Mobile Payment
ccac7588-34ae-4ee4-bb68-e2c9ca883dfd,05-06-2023,13:03:04,Purchase,Online Services,Wilsonside,4,478.7,EUR,Declined,Platinum,Online
6c52aa8f-3200-4da3-a37c-ef6234c3801e,18-02-2023,06:05:28,Purchase,Restaurant,Lake Teresa,11,641.62,GBP,Pending,Gold,Mobile Payment
462a8911-3b0f-4377-8fdf-97de826e583a,14-04-2023,10:29:50,ATM Withdrawal,Retail,Ianview,10,771.56,GBP,Pending,Platinum,Online
4316c70f-e6e6-4afd-bfae-0671a4a1d6d4,29-10-2022,03:32:22,Purchase,Restaurant,Kaylaview,2,395.45,USD,Declined,Platinum,Online
b36a36f8-328b-457b-b1db-509937900ec8,15-11-2022,21:45:14,ATM Withdrawal,Retail,North Annetteborough,5,257.09,GBP,Declined,Standard,Mobile Payment
474b6cd3-c944-400e-9db3-ce85d7a48f4c,16-11-2022,19:15:44,Purchase,Online Services,Petersonside,6,446,EUR,Pending,Platinum,Physical Card
ab3860cd-b81a-4144-b9fd-0693bcb650f7,19-06-2023,23:31:16,ATM Withdrawal,Retail,East Lauren,20,377.93,GBP,Approved,Gold,Physical Card
63e811e3-133f-4b38-b2ce-93a757b7671c,07-05-2023,22:45:36,ATM Withdrawal,Online Services,Benjaminbury,11,824.41,GBP,Approved,Platinum,Online
368ed3ae-935d-4d68-b334-44f15c562e70,25-01-2023,20:26:41,ATM Withdrawal,Retail,West Jenniferfort,20,622.56,EUR,Approved,Standard,Online
75dfcf48-23af-4ef7-a5ab-aaeac563026e,23-03-2023,23:45:37,ATM Withdrawal,Restaurant,Port Christine,7,770.28,GBP,Approved,Platinum,Online
b20114a6-5141-4583-ac2f-9af7f96c2530,14-11-2022,16:13:35,Purchase,Retail,North Richard,5,260.52,USD,Declined,Standard,Online
7ab5f2ca-3670-4c02-991d-8e43d3fd6c0c,23-03-2023,13:08:57,ATM Withdrawal,Restaurant,North Taylorchester,11,136.7,GBP,Declined,Standard,Physical Card
a5894f1b-c7cc-4af7-82b5-d7571c9c8d31,16-06-2023,18:49:18,Purchase,Restaurant,New Jessicaside,16,960.16,USD,Pending,Gold,Mobile Payment
22f09a4a-4b98-4e77-b30f-2d2991bd5418,20-07-2023,15:23:02,ATM Withdrawal,Restaurant,Powellfort,11,71.5,USD,Approved,Standard,Mobile Payment
6e5ade37-bdd9-41af-bb26-fbd47aee8968,14-11-2022,15:41:44,ATM Withdrawal,Retail,North Kim,11,319.74,USD,Pending,Standard,Online
67756eeb-3f8c-4ee4-91d4-20d656fd99a0,24-07-2023,15:24:38,Purchase,Online Services,New Gregory,20,439.74,GBP,Pending,Standard,Mobile Payment
c4c4a416-4ff9-432d-8a7d-5bf8ab4ff6f4,25-11-2022,11:20:12,Purchase,Restaurant,Howebury,19,460.09,USD,Approved,Standard,Mobile Payment
a896c460-b022-4776-921f-eb3138cdcb25,16-10-2022,04:48:53,Online Payment,Online Services,Sandrafurt,12,891.61,EUR,Declined,Standard,Mobile Payment
94a8ac0d-09cf-4b8b-81c7-edc8397f8731,30-05-2023,13:04:44,Online Payment,Restaurant,North Danielle,8,697.89,EUR,Declined,Standard,Physical Card
6a5423d0-1864-42be-9ea0-3915830ba891,13-01-2023,05:50:07,Purchase,Retail,Amandaland,4,759.02,USD,Approved,Gold,Mobile Payment
e6e5f3ed-fa20-4496-8dae-3752fc3db2c1,27-08-2023,11:22:10,Purchase,Restaurant,Kimberlyberg,19,848.61,USD,Approved,Standard,Physical Card
9f455052-e3ff-41c9-8f4d-f67fc2e63cf8,20-09-2023,23:09:44,ATM Withdrawal,Retail,Brianmouth,14,143.16,USD,Declined,Platinum,Online
c3acc184-c127-48a1-8c81-322c92876dd6,01-04-2023,07:20:35,Online Payment,Retail,Lake Dennisville,17,348.63,EUR,Pending,Platinum,Mobile Payment
2a08abb6-977e-4e7f-aa8e-45da47547269,27-05-2023,20:10:21,Purchase,Retail,Sheltonbury,6,142.33,EUR,Approved,Platinum,Physical Card
543ec95b-909d-4717-8838-448faf58ecf4,04-01-2023,10:30:27,ATM Withdrawal,Retail,New Ellen,2,538.27,USD,Declined,Platinum,Online
5c752ff0-7fa6-48b9-89e0-903975850140,03-05-2023,17:16:59,ATM Withdrawal,Restaurant,Smithstad,6,31.04,EUR,Pending,Gold,Mobile Payment
8a602ea4-2714-4f64-a2c7-8b2fdc59ef0d,19-01-2023,16:38:09,Online Payment,Restaurant,Paulaton,17,118.71,GBP,Declined,Platinum,Mobile Payment
233d1d70-88c5-4d81-982a-f0daf70e4d5c,29-03-2023,20:11:42,Online Payment,Retail,Donaldhaven,2,952.39,USD,Declined,Gold,Online
30ebdd67-a0ba-46ce-b711-56308b733097,23-09-2023,21:30:59,Online Payment,Online Services,East Crystalview,9,250.32,GBP,Approved,Gold,Online
f7251510-4c58-4d50-802d-004391ff234f,30-12-2022,16:19:34,Purchase,Retail,Smithtown,11,544,GBP,Approved,Gold,Physical Card
fc67f5f1-f812-49ad-970d-a782b0a4a553,26-03-2023,09:46:09,ATM Withdrawal,Online Services,Gloriamouth,10,354.93,GBP,Pending,Standard,Physical Card
4e908cb6-5e69-4f56-948b-25bdf1304eb1,13-12-2022,15:52:16,Purchase,Retail,North Kylehaven,9,671.58,GBP,Approved,Standard,Online
3992d37c-ca3a-4599-8145-512d434072b5,04-06-2023,19:56:34,Purchase,Retail,Lindsayfurt,2,847.15,EUR,Pending,Standard,Physical Card
52c23311-d8d9-4264-bd4b-9e5f96ad4558,07-07-2023,05:48:35,Online Payment,Online Services,Billyborough,20,603.04,EUR,Approved,Standard,Mobile Payment
da557891-a575-490e-ab4b-0818dad55d67,15-01-2023,09:19:05,Purchase,Restaurant,East Carolyn,6,676.5,GBP,Approved,Standard,Mobile Payment
f55f15e3-4585-49b4-a6a4-5fa728d65bcf,15-11-2022,04:58:46,ATM Withdrawal,Online Services,East Jennifer,3,862.22,GBP,Declined,Gold,Online
5a76ca4f-746c-4365-a85b-53385ddea63e,12-04-2023,18:12:11,ATM Withdrawal,Online Services,Michelleport,9,991.23,USD,Approved,Gold,Mobile Payment
b35af75d-0cef-42c8-b8b0-dac00f306505,24-05-2023,07:27:05,Online Payment,Online Services,New Dawn,8,331.66,EUR,Pending,Platinum,Online
351f0a60-76de-4e88-a4b9-8b7f755b25f9,07-02-2023,18:38:58,Purchase,Online Services,Gregorymouth,8,487.32,GBP,Pending,Gold,Physical Card
01bca0d6-d5c2-4311-ba28-dd41546b59b4,08-12-2022,08:56:05,ATM Withdrawal,Online Services,Andersonmouth,2,867.59,USD,Pending,Gold,Mobile Payment
1e6531bf-83cc-47c3-aa32-c7a81389ef60,02-04-2023,18:10:52,Online Payment,Restaurant,Thomasmouth,14,768.29,GBP,Pending,Gold,Online
190d1761-593d-441d-b381-50beeb2fdd96,22-05-2023,17:35:13,Purchase,Online Services,Lake Kelly,17,223.25,USD,Declined,Platinum,Physical Card
6bec9768-572c-4722-b3c4-aae8c2d62839,28-12-2022,06:23:32,Purchase,Restaurant,South Williamfort,17,771.28,GBP,Declined,Standard,Mobile Payment
c21f2b03-e3b9-46e1-b9ab-3d918e2a888f,14-03-2023,14:04:33,ATM Withdrawal,Retail,New Angela,5,689.44,EUR,Approved,Gold,Mobile Payment
6265f317-7f1b-45ce-a10b-c7f3fdb80578,17-08-2023,03:44:18,ATM Withdrawal,Online Services,Lake Beth,1,725.52,EUR,Approved,Platinum,Online
4bec98b6-42c8-451a-9a43-fc267a41d4dc,22-09-2023,10:32:40,Online Payment,Restaurant,New Amandaton,19,935.02,GBP,Declined,Platinum,Online
f701d2a2-7436-4fcf-8217-2016bdce0093,08-03-2023,19:10:03,ATM Withdrawal,Retail,Ashleyside,20,34.07,EUR,Approved,Gold,Online
477823e0-a9f2-4835-83ba-897d9323b9fe,09-01-2023,09:49:39,ATM Withdrawal,Retail,Port Jaclyn,9,673.53,GBP,Pending,Gold,Physical Card
de44d9fc-ccd0-4494-8c9f-9e823c684a4c,14-02-2023,17:13:35,Purchase,Retail,Jeffreyfurt,10,123.27,USD,Approved,Standard,Online
3ed668c1-a292-41eb-bd9e-bd5d159691aa,04-12-2022,11:45:59,Purchase,Retail,Jamietown,14,149.79,USD,Pending,Platinum,Physical Card
f59c8eb2-cf2f-4a43-a24c-86fdd94b9e5e,23-03-2023,22:09:49,ATM Withdrawal,Restaurant,Jeanettetown,8,588.8,USD,Pending,Standard,Physical Card
25915ca9-ac77-4af8-8f88-289e36b5eb43,06-06-2023,02:15:03,ATM Withdrawal,Retail,North Kayla,6,94.01,USD,Pending,Standard,Physical Card
db7ba33f-2529-4111-95b8-207da510d5c9,18-05-2023,15:36:14,Purchase,Restaurant,New Charlesburgh,13,429.91,USD,Pending,Platinum,Online
09aa85e5-f188-4456-b966-19f45bf1b0ce,30-11-2022,12:25:53,Purchase,Restaurant,Nielsenmouth,10,462.59,GBP,Approved,Gold,Mobile Payment
cd241ceb-86c4-459e-935f-4d13e2e02ab0,23-06-2023,09:58:45,Purchase,Retail,Caitlinside,5,457.92,GBP,Pending,Standard,Online
6c4482f3-0981-4d19-89e9-2fc6a9f1ec24,17-11-2022,07:56:59,ATM Withdrawal,Restaurant,West Craigbury,13,334.38,GBP,Declined,Standard,Physical Card
10979559-1f71-40a8-9b96-5b18d4a28a6a,18-09-2023,13:56:40,ATM Withdrawal,Restaurant,Hughesville,5,139.44,EUR,Pending,Platinum,Physical Card
17fdc126-70a7-4b7c-bf4f-9ceffc702df4,14-03-2023,04:43:13,ATM Withdrawal,Online Services,Justinville,14,892.88,EUR,Pending,Standard,Online
6ae17b22-6756-46cc-ba0c-b2302cb1d081,15-02-2023,15:33:36,ATM Withdrawal,Restaurant,West Adamhaven,19,357.8,EUR,Declined,Gold,Mobile Payment
e4ca37bf-c0d3-47ad-8aa6-f332be78674c,25-04-2023,07:02:22,Purchase,Restaurant,Starkshire,1,542.82,EUR,Declined,Gold,Physical Card
1948805d-a446-47de-bce2-78c02c3404c4,06-10-2022,16:36:26,ATM Withdrawal,Restaurant,West Alexis,15,163.4,GBP,Declined,Standard,Mobile Payment
1c07107d-a916-4887-93b4-4ee3eae8daa1,16-05-2023,02:22:41,ATM Withdrawal,Online Services,Lake Robert,18,189.68,USD,Approved,Gold,Mobile Payment
ee56a362-77e7-4bf3-b10b-a73219c8ab77,10-05-2023,23:43:47,Online Payment,Retail,East Karen,5,287.68,GBP,Approved,Gold,Physical Card
4b9058cb-cde2-4cb5-b1a7-a7cf58647763,04-01-2023,18:42:07,ATM Withdrawal,Online Services,Lake Kimberlyberg,13,863.54,USD,Approved,Platinum,Physical Card
e193f18d-57dc-42bf-afc0-cf1faf28f1f6,15-09-2023,12:47:51,Purchase,Restaurant,Lake Alicia,19,82.37,EUR,Approved,Gold,Online
debc7423-600b-42a7-82b7-566effb8f5db,25-02-2023,14:33:40,Purchase,Restaurant,West Hollyhaven,5,892.65,USD,Approved,Platinum,Online
a90dca4a-adeb-432c-a008-b630caa225f0,03-10-2022,12:49:49,Purchase,Restaurant,Rachelville,9,372.61,EUR,Approved,Standard,Online
e3ef835c-d57b-46f6-8f31-a97aa04e75cb,09-03-2023,13:04:37,ATM Withdrawal,Restaurant,Friedmanborough,12,374.47,EUR,Approved,Gold,Physical Card
87968431-cd7c-4de7-b95c-abf751cbaaa3,14-04-2023,16:17:49,Online Payment,Retail,Santosville,7,425.34,EUR,Approved,Platinum,Online
fd1d15b3-52b7-4167-bcd9-6d0e7a048bbc,28-05-2023,00:42:10,ATM Withdrawal,Retail,Port Edwin,13,554.55,EUR,Pending,Standard,Online
410ba54e-7d36-45d8-b41f-62498f628b3e,28-05-2023,02:18:49,Purchase,Retail,Ethanfort,1,29.04,USD,Declined,Standard,Online
7bcf3da9-7ff5-468f-9b58-3eaeafbc006e,20-06-2023,17:09:53,Online Payment,Online Services,West Samanthamouth,4,514.64,USD,Pending,Standard,Mobile Payment
6de585ba-504a-45e7-b8a1-ca641b0a1b65,29-12-2022,02:45:02,Online Payment,Online Services,West Johnny,4,630.69,GBP,Pending,Platinum,Physical Card
18094d81-845d-4351-86b8-e2bc82914226,11-10-2022,01:27:30,ATM Withdrawal,Restaurant,Nicoletown,10,999.76,USD,Declined,Gold,Mobile Payment
327d873c-a1a1-43e4-a084-c996952673f0,13-09-2023,08:05:27,ATM Withdrawal,Online Services,Lake Dawnport,9,655.81,GBP,Pending,Gold,Physical Card
b3000c58-4ba7-41e8-b938-9b7c196ad690,18-03-2023,00:51:00,ATM Withdrawal,Restaurant,Hudsonville,15,719.97,EUR,Pending,Standard,Physical Card
5f4a35da-b25c-4000-bf98-cd089d55347b,06-01-2023,22:14:57,ATM Withdrawal,Restaurant,West David,19,487.43,USD,Pending,Gold,Physical Card
1c868ca0-f757-4b49-98bc-50430b0a0728,11-10-2022,11:42:16,Online Payment,Online Services,Nelsonborough,10,342.67,GBP,Declined,Gold,Physical Card
98aec6bc-768e-4592-91e7-8e80372cdcdd,25-06-2023,13:26:29,Online Payment,Online Services,Ellisside,18,722.04,GBP,Pending,Platinum,Physical Card
bd52f4aa-37eb-4f2b-9129-f3e5fd11d8c2,25-05-2023,21:19:33,ATM Withdrawal,Retail,Joseton,16,728.39,EUR,Approved,Standard,Online
eb22f9db-6ed4-4381-9589-7126eb14a418,26-01-2023,14:10:59,Online Payment,Restaurant,Fishershire,5,223.65,EUR,Approved,Standard,Mobile Payment
1b208b61-68dc-41ee-86d5-1d72af2291e3,09-11-2022,13:50:24,Online Payment,Retail,Jamesmouth,1,766.18,EUR,Declined,Platinum,Online
021b1edb-328f-4342-bf3f-9278d9d8f688,27-01-2023,20:28:59,ATM Withdrawal,Online Services,Port Linda,7,331.71,GBP,Declined,Gold,Physical Card
12fd11cd-8311-4497-8b0a-beb28c3d9a6b,05-04-2023,11:40:32,Online Payment,Retail,Zacharyhaven,8,818.05,USD,Pending,Standard,Online
e301a510-a522-4b6d-a1ee-1a3530a2c6ac,14-02-2023,00:31:28,Online Payment,Online Services,Port Jordan,17,866.95,EUR,Declined,Standard,Mobile Payment
eb651644-e559-444a-b14f-0a40bf0526db,27-07-2023,05:45:47,Online Payment,Retail,Timothyland,14,517.34,GBP,Pending,Platinum,Online
3db582f8-848b-4ebb-93de-9c20fe268f0f,03-10-2022,00:54:16,ATM Withdrawal,Online Services,West Grant,4,674.91,USD,Pending,Gold,Online
b6f1eb02-1f5a-40df-8c1d-9759f961b7f4,23-04-2023,05:08:10,ATM Withdrawal,Restaurant,New Seanstad,20,782.9,GBP,Approved,Standard,Mobile Payment
c4a03743-7361-4190-a8d6-6aa050880ca7,03-07-2023,12:55:10,ATM Withdrawal,Restaurant,East Mario,18,273.83,USD,Declined,Standard,Mobile Payment
eed6559f-78e5-435d-bd3f-50d57f2c6783,29-05-2023,20:16:09,ATM Withdrawal,Restaurant,Nathanburgh,10,514.26,GBP,Approved,Gold,Mobile Payment
a64b64b2-bb48-44aa-add0-33fc4dcba73e,10-10-2022,20:50:44,ATM Withdrawal,Restaurant,West Austinmouth,6,607.83,USD,Declined,Platinum,Physical Card
72fa98e4-1a63-4fa2-9c20-69e7fb8b5c20,09-02-2023,03:12:29,Online Payment,Retail,Osborneborough,19,33.07,GBP,Declined,Standard,Online
27902826-2e73-4514-a0f3-7471e5584a6c,17-07-2023,16:24:50,ATM Withdrawal,Online Services,East Victoriaton,7,106.27,EUR,Approved,Gold,Mobile Payment
f60ed0cb-a906-442c-87db-06b1aba7e6fd,21-02-2023,23:56:29,ATM Withdrawal,Online Services,West Jonathanborough,2,128.93,USD,Pending,Standard,Physical Card
1825bf5a-f341-4c1d-a04e-cef31e775daf,04-09-2023,03:42:23,ATM Withdrawal,Restaurant,Port Kyle,6,588.31,EUR,Pending,Gold,Physical Card
4b10e846-cc5b-412b-92ec-55f23fdf8cf7,27-06-2023,19:58:08,ATM Withdrawal,Restaurant,Johnsonchester,9,430.19,GBP,Approved,Gold,Online
5fca9384-c15b-4072-acd6-2ea6033d2dfa,24-10-2022,22:03:16,ATM Withdrawal,Restaurant,Port Christina,9,219.13,USD,Pending,Standard,Mobile Payment
be9f5df0-96ad-4523-858b-64d941ec69e3,25-08-2023,12:42:47,Online Payment,Retail,Timothymouth,19,529.21,USD,Approved,Gold,Online
